longitude,latitude,population,median_income,median_house_value
-118.19,33.83,815,4.9,406300
-118.17,33.83,800,4.8693,277700
-118.17,33.83,531,4.3125,290500
-118.18,33.83,542,5.0052,321800
-118.18,33.83,591,4.2411,371700
-118.18,33.83,1330,3.3125,425500
-118.18,33.84,1063,3.835,418600
-118.17,33.82,1513,5.5106,252200
-118.17,33.82,1152,4.1354,268200
-118.18,33.83,1030,4.1301,268400
-118.18,33.82,943,3.7895,254000
-118.18,33.82,167,4.25,207500
-118.19,33.83,1032,3.5871,347100
-118.19,33.82,1914,3.5521,290000
-118.2,33.82,913,4.6042,272200
-118.2,33.82,954,5.2606,198900
-118.19,33.82,422,4.6364,156300
-118.19,33.81,1038,4.4559,198500
-118.2,33.81,1525,4.95,194000
-118.2,33.82,2217,2.4286,204800
-118.19,33.81,804,2.5833,181300
-118.2,33.81,533,3.4808,206900
-118.2,33.81,742,4.6458,212100
-118.2,33.81,1219,5.3096,209900
-118.21,33.82,1444,2.8438,139300
-118.21,33.81,764,3.3214,162200
-118.21,33.81,1807,3.0882,160700
-118.21,33.82,1157,3.5054,146800
-118.22,33.82,1779,3.6086,146300
-118.21,33.82,394,4.9562,165700
-118.21,33.82,723,4.3424,162500
-118.22,33.82,3030,1.9311,138100
-118.21,33.81,1255,3.6923,159700
-118.21,33.81,1524,3.8586,157900
-118.22,33.81,1345,3.3988,147800
-118.22,33.81,602,3.7885,156900
-118.21,33.8,1095,2.7308,139000
-118.21,33.8,1053,3.2778,150800
-118.22,33.8,1291,3.7708,157100
-118.22,33.8,1764,3.875,165100
-118.22,33.79,2537,2.3,137500
-118.21,33.79,1691,2.3605,141800
-118.21,33.79,2557,2.1397,145300
-118.21,33.8,984,4.25,143100
-118.19,33.8,1535,1.9848,160400
-118.19,33.79,2994,1.8109,137500
-118.2,33.79,569,2.9514,185200
-118.2,33.79,1807,2.7183,190400
-118.2,33.79,1388,3.0135,192700
-118.2,33.8,1090,2.8988,194900
-118.19,33.8,1604,2.9943,190600
-118.2,33.8,2749,2.5012,197500
-118.2,33.8,1300,3.9792,210200
-118.2,33.8,614,4.0074,200800
-118.18,33.8,2114,2.0579,132700
-118.19,33.8,2635,2.1985,141800
-118.18,33.79,1631,1.6384,128000
-118.19,33.79,2357,1.7938,142600
-118.19,33.79,2339,1.6792,130600
-118.18,33.8,2951,1.7689,117600
-118.17,33.79,1042,1.55,100000
-118.18,33.82,1042,3.5,216700
-118.18,33.81,315,1.75,154200
-118.16,33.8,1530,5.1806,175000
-118.16,33.79,3010,3.233,199100
-118.17,33.8,883,3.5313,187500
-118.18,33.8,1591,3.0513,148100
-118.12,33.83,687,5.0424,225900
-118.12,33.83,797,4.8917,222800
-118.12,33.82,701,4.1375,226000
-118.12,33.82,671,3.2794,224500
-118.13,33.82,815,5.5449,232200
-118.13,33.82,779,4.3056,228600
-118.13,33.83,1474,5.5196,227600
-118.1,33.83,702,4.875,222500
-118.11,33.83,664,5.1171,225300
-118.11,33.82,887,3.8162,221900
-118.11,33.82,857,4.6875,218200
-118.11,33.83,517,4.4196,223100
-118.11,33.83,899,4.918,225200
-118.09,33.83,1308,5.9265,227300
-118.1,33.82,1193,4.8462,225700
-118.1,33.82,915,5.2713,244400
-118.1,33.83,956,5.3735,234400
-118.08,33.81,2292,7.6084,402500
-118.09,33.82,1042,5.2299,239800
-118.09,33.81,846,7.1937,254400
-118.1,33.81,444,3.7031,245300
-118.1,33.81,451,5.1993,246000
-118.11,33.81,558,3.9722,235600
-118.11,33.82,1095,4.3203,232800
-118.1,33.82,871,5.2155,254800
-118.11,33.82,836,4.375,218200
-118.12,33.81,1155,4.6087,224600
-118.12,33.81,860,4.2143,228500
-118.13,33.81,493,4.7845,231400
-118.13,33.81,572,4.325,223900
-118.13,33.82,711,5.1795,225400
-118.13,33.82,273,3.7321,223700
-118.13,33.81,928,5.395,241900
-118.13,33.81,855,4.6473,227100
-118.13,33.8,505,4.3438,233600
-118.13,33.8,743,4.4312,226000
-118.13,33.8,821,4.0893,223000
-118.15,33.8,1167,3.1042,219800
-118.12,33.81,784,5.0447,249200
-118.12,33.81,721,4.6875,250700
-118.12,33.8,774,2.7092,256300
-118.12,33.8,530,5.3701,251400
-118.11,33.8,810,4.3897,235000
-118.11,33.79,884,5.587,244900
-118.11,33.79,1039,5.7942,257000
-118.09,33.81,666,5.0795,243300
-118.09,33.8,838,4.4831,253900
-118.11,33.8,744,4.66,244800
-118.11,33.8,444,5.4602,231600
-118.11,33.81,776,6.2187,257900
-118.1,33.81,786,5.62,239600
-118.1,33.8,850,5.0574,240800
-118.09,33.79,1911,5.8491,247300
-118.1,33.78,2134,5.7389,251800
-118.1,33.79,996,5.7368,287200
-118.1,33.79,1522,5.1805,249400
-118.11,33.78,1327,7.9767,500001
-118.13,33.79,1132,4.6133,500001
-118.13,33.78,1199,3.7232,500001
-118.13,33.79,508,5.3441,480600
-118.12,33.79,767,4.3317,232400
-118.12,33.79,738,4.1687,240700
-118.13,33.79,947,5.0072,236200
-118.13,33.79,1057,4.375,234800
-118.14,33.79,681,4.6452,212500
-118.13,33.79,3625,3.7716,242900
-118.14,33.8,1230,3.4211,203900
-118.15,33.79,1657,3.7826,196300
-118.14,33.79,1478,3.4833,209400
-118.14,33.79,1461,3.1711,215400
-118.14,33.78,1038,3.108,217900
-118.15,33.79,2297,3.0453,185900
-118.15,33.78,904,2.0875,181300
-118.16,33.78,1939,1.9808,139100
-118.16,33.78,2074,2.0156,152700
-118.16,33.79,3916,2.4,153700
-118.16,33.79,2135,2.875,164000
-118.17,33.79,3002,2.375,139700
-118.17,33.79,2646,1.9318,115900
-118.18,33.78,1379,1.2746,129700
-118.18,33.79,1896,2.0186,130000
-118.17,33.79,1816,1.7589,118300
-118.18,33.79,1201,1.2206,162500
-118.19,33.78,1398,2.2543,156300
-118.19,33.79,1967,2.137,126600
-118.19,33.79,3543,1.9387,141700
-118.19,33.78,439,2.8533,137500
-118.2,33.79,3744,2.0675,116700
-118.21,33.79,96,4.5938,112500
-118.21,33.79,153,2.1964,150000
-118.22,33.79,222,1.7,104200
-118.23,33.76,29,5,87500
-118.19,33.78,2924,1.3274,218800
-118.19,33.78,914,0.9318,187500
-118.2,33.78,1545,1.7064,175000
-118.2,33.78,1908,1.9872,168800
-118.2,33.78,3018,2.3305,162500
-118.19,33.77,820,1.2321,137500
-118.2,33.77,1257,1.2864,131300
-118.2,33.77,1566,1.5076,145800
-118.2,33.77,1190,1.9797,143800
-118.2,33.77,1089,2.2344,200000
-118.2,33.77,1209,2.7813,129200
-118.2,33.77,995,2.225,106300
-118.18,33.77,735,1.5,162500
-118.19,33.76,632,4.6629,162500
-118.19,33.77,692,1.4048,200000
-118.18,33.77,1339,1.5536,155000
-118.18,33.77,1128,1.1483,112500
-118.19,33.77,1064,1.6178,137500
-118.19,33.77,1092,1.0714,150000
-118.18,33.78,1712,1.4565,152500
-118.18,33.78,1300,2.0769,100000
-118.18,33.78,1046,1.5603,162500
-118.19,33.78,898,1.5844,162500
-118.19,33.78,694,2.5544,162500
-118.19,33.78,1083,1.8438,162500
-118.19,33.78,533,1.8036,175000
-118.17,33.78,3580,1.7393,140200
-118.17,33.78,3940,1.9647,186200
-118.18,33.78,4812,1.7701,146200
-118.17,33.78,3184,1.918,147500
-118.17,33.77,2077,2.2538,181300
-118.17,33.77,1340,2.6786,191100
-118.17,33.77,984,2.346,165600
-118.17,33.77,1379,2.1378,180400
-118.17,33.77,3068,2.2808,154700
-118.18,33.77,1391,1.1295,137500
-118.18,33.77,720,2.6371,159400
-118.17,33.77,492,2.675,241700
-118.18,33.74,2136,4.0968,310000
-118.17,33.77,1047,3.1149,218800
-118.17,33.77,1004,3.0153,220000
-118.18,33.77,1087,2.3523,325000
-118.18,33.77,852,2.5726,193800
-118.18,33.77,1105,1.8388,175000
-118.16,33.77,1314,3.8125,382100
-118.17,33.74,807,3.7838,500001
-118.16,33.77,1749,3.8984,306300
-118.15,33.77,1312,2.7212,266300
-118.16,33.77,1292,2.7614,272200
-118.16,33.77,1284,2.9384,304100
-118.16,33.77,1460,2.875,232500
-118.17,33.77,2178,3.0503,225000
-118.16,33.78,3087,2.127,163300
-118.16,33.78,2470,2.3317,222500
-118.16,33.78,1819,3.1739,222900
-118.16,33.78,3891,1.6955,179700
-118.15,33.78,1600,3.3003,207800
-118.15,33.78,2176,3.5812,198600
-118.15,33.78,1277,3.6193,250000
-118.14,33.78,940,3.4107,233300
-118.13,33.78,361,7.5,434500
-118.14,33.77,1301,3.2917,307400
-118.14,33.77,1171,3.875,342900
-118.15,33.77,899,4.1765,393900
-118.15,33.77,1621,4.5,339800
-118.15,33.77,1398,3.5528,271100
-118.14,33.76,1080,3.901,432500
-118.16,33.72,1059,3.625,500000
-118.15,33.76,1183,3.5985,500001
-118.15,33.77,1912,3.5292,361800
-118.13,33.76,940,4.5469,381000
-118.13,33.76,652,4.25,439300
-118.14,33.75,867,4.0795,400000
-118.14,33.76,1144,4.3889,378000
-118.14,33.76,1179,3.5214,398100
-118.14,33.76,741,3.385,408300
-118.14,33.77,791,5.8408,500000
-118.14,33.76,322,4.7361,418800
-118.13,33.76,1175,4.7875,363800
-118.13,33.76,961,3.9352,406900
-118.12,33.76,1240,3.7813,461500
-118.12,33.75,1220,7.3672,500001
-118.12,33.76,1127,7.0796,500001
-118.12,33.75,742,3.9934,500001
-118.14,33.71,792,5.1815,500001
-118.1,33.76,1879,5.6051,267400
-118.11,33.77,3333,5.1508,367300
-118.12,33.77,1941,6.0362,463500
-118.12,33.77,2528,10.2233,500001
-118.13,33.77,1436,4.6852,395200
-118.13,33.77,1661,5.3046,360700
-118.32,33.35,744,2.1579,450000
-118.33,33.34,1100,2.8333,414700
-118.32,33.33,733,3.3906,300000
-118.32,33.34,341,2.7361,450000
-118.48,33.43,422,2.6042,287500
-118.29,33.96,2794,1.554,100000
-118.3,33.95,1367,1.5078,99600
-118.29,33.95,2390,2,109800
-118.3,33.95,1805,1.2455,100800
-118.3,33.95,1622,2.2031,96900
-118.3,33.95,977,1.5898,94000
-118.29,33.94,1774,1.5615,108600
-118.3,33.94,2521,2.5679,114900
-118.3,33.94,1390,2.0114,99300
-118.29,33.94,1880,1.6716,123800
-118.29,33.93,1715,1.7244,111200
-118.3,33.93,1216,1.2,99200
-118.3,33.93,2017,1.3962,124300
-118.3,33.93,1646,3.2024,128000
-118.31,33.93,852,4.2917,127900
-118.31,33.94,976,3.6583,126700
-118.31,33.94,1021,2.2448,175000
-118.31,33.94,684,3.2206,145800
-118.31,33.94,798,3.775,153800
-118.31,33.93,602,5.5787,142000
-118.31,33.93,997,4.9464,150300
-118.32,33.94,1468,4.5368,168800
-118.32,33.93,1327,4.25,172100
-118.33,33.93,925,4.4091,148400
-118.33,33.93,412,6.0718,156000
-118.34,33.93,742,4.0625,159900
-118.32,33.94,863,3.1563,186200
-118.32,33.94,499,4.6389,183800
-118.32,33.94,830,4.0536,189000
-118.32,33.94,639,4,192000
-118.33,33.94,3288,1.9309,137500
-118.32,33.96,721,5.5176,191000
-118.32,33.95,1505,3.1719,183500
-118.33,33.96,2636,4.2099,189800
-118.32,33.95,992,4.6667,175600
-118.32,33.95,1040,5.0912,169800
-118.34,33.95,1412,5.4359,194100
-118.32,33.97,844,2.7139,164900
-118.32,33.96,954,3.8512,171300
-118.32,33.96,704,3.3214,166500
-118.32,33.97,814,4.3919,157100
-118.34,33.97,949,5.5,188200
-118.33,33.96,737,2.3,189200
-118.33,33.96,1062,2.0057,198200
-118.35,33.97,1272,2.0694,143500
-118.35,33.97,1710,2.2303,159400
-118.35,33.97,1130,3.2708,128100
-118.35,33.97,2340,2.6734,143400
-118.35,33.98,1518,3.1194,152800
-118.35,33.98,1785,3.745,170800
-118.34,33.98,2374,2.3882,137700
-118.34,33.98,1922,3.163,137800
-118.34,33.98,1064,3.7067,136600
-118.35,33.97,757,3.8056,323800
-118.35,33.96,1549,1.2094,157500
-118.35,33.96,1560,3.1354,164300
-118.35,33.95,3201,2.681,147700
-118.34,33.95,4015,2.1587,143800
-118.35,33.95,2324,3.0519,137500
-118.35,33.95,1507,2.8892,159800
-118.35,33.95,781,3.95,164000
-118.36,33.95,1082,3.7237,170800
-118.36,33.96,1286,2.7284,146900
-118.36,33.96,1498,2.8378,170000
-118.36,33.96,2742,2.5504,151300
-118.36,33.95,3193,2.6535,177200
-118.36,33.98,891,4.4038,259400
-118.36,33.98,782,5.057,246300
-118.36,33.98,344,3.5833,218800
-118.37,33.97,3333,2.9646,179800
-118.36,33.97,990,4.0179,195800
-118.37,33.97,2515,2.7464,153100
-118.36,33.98,1715,2.7712,160900
-118.36,33.97,2917,2.6823,142500
-118.36,33.96,2365,3.0393,129200
-118.36,33.96,2009,3.6583,177300
-118.37,33.96,100,4.875,175000
-118.37,33.95,1376,2.2297,262500
-118.36,33.95,1283,4.1635,163900
-118.36,33.95,2038,2.875,177500
-118.37,33.95,1053,2.8438,181700
-118.37,33.95,747,4.125,174000
-118.36,33.94,1666,3.3056,156800
-118.36,33.94,3036,2.3125,148500
-118.37,33.94,3425,2.3675,149400
-118.36,33.93,1433,2.68,170000
-118.36,33.93,2036,2.6298,156500
-118.36,33.94,1309,3.4063,152300
-118.34,33.93,1824,2.2679,153900
-118.35,33.93,918,1.7344,146900
-118.35,33.93,810,1.9766,162500
-118.35,33.93,2649,2.3375,170600
-118.35,33.94,1888,2.8462,149100
-118.35,33.94,2188,2.6654,142200
-118.35,33.94,2755,2.5547,150400
-118.35,33.94,1369,3.3125,144600
-118.34,33.94,3456,2.182,147500
-118.34,33.94,4033,2.4886,160700
-118.33,33.93,3533,3.2862,152300
-118.34,33.93,4512,2.8304,143700
-118.34,33.93,1281,2.2976,155700
-118.34,33.93,1341,3.0677,167700
-118.35,33.93,2394,3.01,191900
-118.35,33.93,1973,3.5139,192800
-118.35,33.93,1603,2.11,223300
-118.36,33.93,3340,3.1656,204500
-118.34,33.92,965,3.3558,199600
-118.35,33.92,2023,2.75,239700
-118.35,33.92,584,3.6167,200000
-118.36,33.92,2308,2.6667,229300
-118.36,33.92,793,4.1023,226800
-118.36,33.92,1546,2.6375,233800
-118.36,33.93,2033,2.6961,212500
-118.37,33.93,61,2.8958,245800
-118.37,33.92,502,4.4722,218300
-118.37,33.92,509,4.9688,238900
-118.37,33.92,521,5.5255,242700
-118.37,33.92,556,4.8611,245600
-118.37,33.93,503,4.4861,246300
-118.37,33.93,255,4.4474,246900
-118.36,33.93,392,3.0132,202500
-118.36,33.91,1191,3.8,222500
-118.36,33.91,1184,4.3333,225600
-118.36,33.9,1136,4.74,230000
-118.36,33.9,725,5.0452,231900
-118.37,33.91,1334,3.9355,227800
-118.37,33.91,812,5.6704,303700
-118.37,33.9,707,5.6482,294800
-118.37,33.9,177,3.3409,256300
-118.38,33.91,1463,5.8374,289600
-118.35,33.91,1282,2.7813,231300
-118.35,33.91,1675,3.5234,265000
-118.35,33.91,1485,4.0775,241400
-118.35,33.91,1331,3.87,264500
-118.35,33.91,1337,2.8512,272800
-118.35,33.9,2299,3.0417,237000
-118.35,33.91,928,4.3187,269700
-118.35,33.91,1236,4.8409,244000
-118.35,33.91,1134,3.825,235400
-118.36,33.91,1366,4.1,243100
-118.35,33.9,565,3.9485,230000
-118.36,33.9,640,3.5313,230400
-118.33,33.92,670,3.267,185400
-118.33,33.91,1106,3.3491,181800
-118.34,33.91,2536,3.2649,202100
-118.33,33.91,962,3.5903,183300
-118.34,33.91,2691,2.4741,185700
-118.34,33.92,740,3.425,193800
-118.34,33.91,7429,2.6689,192300
-118.33,33.91,7211,2.455,192700
-118.31,33.91,874,3.8173,177900
-118.31,33.91,625,4.2596,181100
-118.32,33.91,1073,4.2083,180500
-118.32,33.91,640,4.2,181300
-118.32,33.91,605,3.6654,184500
-118.32,33.91,1920,4.5304,181300
-118.32,33.91,757,5.7528,180500
-118.32,33.9,1882,3.6625,188000
-118.31,33.92,672,4.8456,146400
-118.31,33.93,926,5.0653,158000
-118.32,33.93,804,4.9615,157800
-118.32,33.92,710,4.8304,152800
-118.29,33.93,3590,2.0437,137200
-118.29,33.92,1293,3.692,145200
-118.29,33.92,906,5.3292,155500
-118.3,33.92,1258,3.0139,154700
-118.3,33.93,1140,3.7969,169400
-118.3,33.91,1491,3.0147,155100
-118.3,33.91,1530,2.6182,172600
-118.31,33.9,891,2.6312,171300
-118.29,33.91,1028,2.3043,177500
-118.29,33.9,1067,1.7714,159400
-118.3,33.9,1868,3.6,208800
-118.3,33.9,2099,3.4,224100
-118.3,33.9,1975,2.9559,173600
-118.3,33.9,1726,3.287,181400
-118.3,33.89,1806,3.0329,207800
-118.3,33.89,1369,3.285,218100
-118.31,33.9,1131,3.5417,198400
-118.29,33.89,1072,2.7428,208900
-118.29,33.89,1605,4.2171,218200
-118.29,33.88,1175,3.0739,218600
-118.29,33.88,3186,3.3281,237000
-118.3,33.87,1510,3.1597,214700
-118.3,33.87,823,5.0641,234900
-118.3,33.88,807,4.0536,253600
-118.3,33.88,563,3.7375,247700
-118.3,33.88,885,3.2574,195300
-118.3,33.88,1881,2.8445,242100
-118.31,33.88,1491,3.5644,242300
-118.31,33.88,1036,3.5556,238000
-118.31,33.88,686,2.3812,237500
-118.31,33.9,1724,3.4792,194700
-118.31,33.89,1257,3.7639,220600
-118.31,33.89,1192,4.1458,231500
-118.32,33.9,831,4.0473,212100
-118.32,33.9,1245,4.1344,210300
-118.32,33.9,1316,3.0526,216400
-118.32,33.89,1323,4.2813,210100
-118.32,33.89,695,5.1669,220600
-118.32,33.89,1270,4.5053,242000
-118.33,33.9,5546,2.6091,163900
-118.34,33.9,1309,4.9779,224600
-118.34,33.9,355,5.5133,227300
-118.34,33.9,628,4.7426,242700
-118.34,33.9,706,4.1776,236600
-118.33,33.89,982,4.1953,226900
-118.33,33.89,897,5.1874,230800
-118.34,33.89,1346,6.0088,245900
-118.34,33.89,1232,5.373,244500
-118.35,33.9,2197,2.8777,207900
-118.35,33.9,956,3.4698,225000
-118.35,33.9,734,4.875,232400
-118.35,33.89,2175,3.6486,229000
-118.35,33.89,1249,4.1552,233900
-118.36,33.9,655,2.9551,205000
-118.35,33.9,697,3.3971,220300
-118.35,33.89,776,4.2829,240000
-118.36,33.89,1266,3.375,228000
-118.36,33.89,723,5.3169,227600
-118.36,33.9,2276,4.0727,214000
-118.36,33.89,2141,3.1325,215000
-118.36,33.88,1644,4.2454,236800
-118.36,33.88,827,2.65,260800
-118.36,33.88,1611,3.2049,267400
-118.36,33.88,930,2.7981,275000
-118.36,33.88,829,3.9844,230700
-118.35,33.89,1371,3.0833,232700
-118.35,33.88,1097,4.0737,238200
-118.34,33.88,493,3.2589,233300
-118.35,33.88,480,4.4,225800
-118.35,33.88,1054,3.2594,233900
-118.35,33.88,1150,3.35,237500
-118.3,33.74,950,2.425,255000
-118.3,33.74,887,3.9375,270500
-118.39,33.92,61,5.25,247200
-118.4,33.92,695,5.9499,345800
-118.4,33.92,1313,4.5987,363800
-118.4,33.93,1000,4.7319,376100
-118.41,33.93,1455,5.0596,363900
-118.41,33.92,1132,4.2333,358000
-118.41,33.92,1141,4.5729,337500
-118.41,33.93,1225,4.1818,339700
-118.41,33.92,590,5.2338,358000
-118.41,33.92,674,3.6389,275000
-118.42,33.92,1524,3.8086,361300
-118.42,33.92,756,5.0594,346000
-118.42,33.93,1466,4.9286,341400
-118.42,33.93,2191,4.5743,382200
-118.42,33.9,686,5.5347,500001
-118.43,33.9,553,5.4088,500001
-118.4,33.9,1087,7.3151,492200
-118.4,33.9,920,7.8924,500001
-118.41,33.9,1044,8.468,472100
-118.41,33.9,926,7.5552,500001
-118.44,33.88,724,6.6494,500001
-118.42,33.9,662,5.308,500001
-118.42,33.9,552,5.9596,500001
-118.41,33.89,677,7.2316,500001
-118.41,33.89,507,9.0812,500001
-118.41,33.89,1600,6.3861,500001
-118.41,33.89,1143,6.348,500001
-118.41,33.89,236,5.0497,500001
-118.4,33.9,1098,7.9059,477100
-118.4,33.89,1033,6.6321,481500
-118.4,33.89,1149,7.9611,500001
-118.4,33.89,807,8.1596,500001
-118.39,33.9,1699,8.2037,500001
-118.38,33.89,732,6.5745,379300
-118.39,33.89,1056,6.3434,460400
-118.39,33.89,750,7.3356,422700
-118.39,33.89,389,7.1845,438100
-118.36,33.89,371,5.0299,329200
-118.36,33.88,709,4.4271,336200
-118.37,33.88,669,4.4211,324000
-118.37,33.88,417,5.5335,342600
-118.38,33.88,561,5.2999,359400
-118.37,33.89,1142,5.6091,356800
-118.37,33.88,1219,5.9619,335900
-118.36,33.88,1107,4.7404,295800
-118.36,33.87,1275,4.9375,293000
-118.37,33.87,361,6.02,304200
-118.37,33.88,811,4.5357,334200
-118.38,33.87,1101,4.675,316900
-118.38,33.88,1421,5.5771,345500
-118.37,33.88,1282,4.4828,340700
-118.36,33.87,598,3.9868,281900
-118.36,33.87,1300,3.4208,290000
-118.37,33.87,1128,5.0114,338600
-118.37,33.87,1573,3.5048,294000
-118.36,33.86,1044,5.5456,297400
-118.36,33.86,802,5.0784,295900
-118.36,33.86,963,5.543,305900
-118.37,33.86,1243,4.119,324000
-118.37,33.87,891,6.5755,359900
-118.38,33.87,2054,4.9821,292900
-118.38,33.87,1467,5.7415,321900
-118.38,33.87,1008,5.8518,337900
-118.39,33.87,1329,7.521,340400
-118.38,33.86,1798,6.4242,365500
-118.38,33.86,1182,6.7613,352700
-118.38,33.86,1312,6.3021,333800
-118.38,33.86,908,7.674,329300
-118.38,33.87,918,6.9021,337600
-118.38,33.88,743,4.8611,456100
-118.38,33.88,822,5.0602,453700
-118.39,33.88,1098,7.6685,474300
-118.39,33.88,843,6.077,472700
-118.39,33.88,1098,5.9683,495500
-118.39,33.88,607,8.1513,500001
-118.39,33.88,521,6.0441,470000
-118.38,33.88,1031,4.75,442100
-118.4,33.88,1278,7.2651,500001
-118.4,33.88,474,9.3399,500001
-118.4,33.88,615,7.5,500001
-118.41,33.88,213,6.3403,500001
-118.4,33.88,444,8.0015,500001
-118.41,33.88,1033,7.9614,500001
-118.41,33.88,371,5.2533,500001
-118.41,33.88,498,7.0842,500001
-118.43,33.87,344,6.822,500001
-118.4,33.87,2803,5.2276,434500
-118.39,33.87,1087,5.9683,394600
-118.43,33.86,162,7.1264,500001
-118.4,33.88,634,6.2356,472700
-118.4,33.87,719,6.435,479500
-118.4,33.87,911,5.2319,500001
-118.4,33.87,842,6.3231,500001
-118.4,33.87,1352,5.0976,469800
-118.4,33.87,965,5.3816,500001
-118.39,33.86,915,5.687,392400
-118.39,33.86,1735,6.1404,368400
-118.39,33.86,1152,4.8971,400700
-118.4,33.86,2286,5.1677,380800
-118.4,33.85,919,5.6017,430000
-118.4,33.86,938,4.7105,500001
-118.42,33.85,799,5.0322,435000
-118.38,33.85,2131,4.9384,378100
-118.38,33.85,1647,5.5843,384600
-118.39,33.85,1830,5.7128,366200
-118.41,33.85,2853,4.425,336400
-118.39,33.85,670,4.3594,349000
-118.38,33.84,2637,5.4968,379800
-118.38,33.83,1070,4.4615,384800
-118.38,33.83,1264,5.1626,432700
-118.38,33.84,1157,6.0382,355300
-118.39,33.84,965,5.137,348600
-118.43,33.83,2455,5.145,420200
-118.39,33.83,954,5.637,500001
-118.39,33.82,1526,4.5817,500001
-118.43,33.82,946,4.6048,500001
-118.37,33.82,1338,4.5687,381200
-118.38,33.82,1311,5.1589,439200
-118.38,33.82,547,6.0308,416700
-118.38,33.83,902,4.5179,427200
-118.31,33.88,1371,2.4219,260700
-118.32,33.87,1967,5.3244,271900
-118.32,33.88,828,4.3036,282100
-118.32,33.88,947,5.5538,280300
-118.32,33.88,722,6.4781,269000
-118.33,33.88,899,3.1505,270000
-118.33,33.88,811,3.2417,283300
-118.33,33.87,373,3.9167,265600
-118.34,33.87,2558,3.6988,266600
-118.34,33.88,1885,3.8657,298400
-118.31,33.87,1545,4.7543,296300
-118.31,33.86,1051,6.6632,325200
-118.32,33.86,1715,4.6563,291700
-118.32,33.87,1212,5.6254,283800
-118.34,33.87,601,4.6406,255900
-118.33,33.87,1219,4.2614,267100
-118.33,33.87,385,6.4891,278100
-118.32,33.86,269,6.4391,252300
-118.33,33.86,519,6.0335,255400
-118.33,33.86,473,6.3992,259600
-118.33,33.86,561,4,248600
-118.34,33.86,1162,5.259,279400
-118.34,33.86,1008,5.4791,285900
-118.34,33.87,1445,5.3743,286500
-118.35,33.87,886,4.5833,261300
-118.35,33.87,1429,5.5,279600
-118.35,33.87,1369,3.6169,257000
-118.35,33.86,1216,3.9732,281500
-118.35,33.86,971,4.3859,271300
-118.34,33.84,740,6.2778,309700
-118.33,33.84,668,5.3131,314100
-118.34,33.84,676,5.269,331900
-118.34,33.83,965,5.399,358500
-118.34,33.83,853,5.8972,350900
-118.36,33.86,583,5.7422,330700
-118.35,33.85,916,5,354200
-118.35,33.85,551,5.6426,348200
-118.36,33.85,683,4.8906,334400
-118.36,33.86,360,5.2799,332600
-118.37,33.85,1278,6.1599,341200
-118.36,33.85,509,6.1133,349300
-118.37,33.85,2537,5.785,395300
-118.35,33.84,7180,3.5414,354700
-118.36,33.84,6664,3.703,361300
-118.37,33.85,1626,6.3974,410000
-118.37,33.84,1572,5.3773,379000
-118.35,33.83,522,6.1187,342000
-118.36,33.83,943,5.1984,353600
-118.36,33.84,743,5.7654,343000
-118.37,33.84,978,4.9583,342800
-118.36,33.83,645,5.9143,343400
-118.36,33.83,1439,5.6013,350200
-118.37,33.83,601,4.7308,353400
-118.37,33.84,819,6.7105,339000
-118.33,33.83,5272,5.5023,286400
-118.32,33.85,1859,3.5073,234800
-118.31,33.84,1068,3.625,270700
-118.32,33.83,1160,3.8456,318900
-118.32,33.84,897,1.6228,376100
-118.31,33.83,382,2.775,225000
-118.31,33.83,1635,2.9375,273000
-118.31,33.82,1902,3.402,279900
-118.32,33.83,2105,5.2363,310000
-118.31,33.82,1160,4.1406,323700
-118.31,33.82,1195,5.4925,361700
-118.31,33.81,1679,4.1169,362600
-118.31,33.81,905,4.3056,336000
-118.32,33.82,1219,4.4271,382100
-118.32,33.82,1254,7.0935,379500
-118.32,33.81,1140,4.8438,346200
-118.32,33.81,1109,4.7062,357000
-118.33,33.82,2824,6.5861,417800
-118.34,33.8,2123,5.0814,446800
-118.35,33.82,3420,4.0708,328900
-118.36,33.82,901,6.2247,339000
-118.37,33.82,1319,5.878,387800
-118.37,33.82,1125,6.0176,352700
-118.37,33.82,1115,6.256,366900
-118.36,33.82,522,5.7765,339500
-118.36,33.82,2738,3.3565,360800
-118.36,33.82,49,6.1359,330000
-118.36,33.81,4458,4.5592,378800
-118.36,33.81,881,5.1778,359900
-118.37,33.81,817,5.1271,458300
-118.38,33.81,954,6.4956,483600
-118.38,33.81,703,8.5491,410300
-118.44,33.81,1647,5.0106,500001
-118.38,33.82,750,5.9907,500001
-118.36,33.81,1113,4.7026,356800
-118.37,33.81,2021,6.8553,482200
-118.37,33.81,563,6.9296,500001
-118.38,33.81,802,6.015,488500
-118.38,33.81,877,5.7361,500001
-118.39,33.81,391,3.7778,487500
-118.38,33.81,329,10.5045,500001
-118.33,33.79,2069,4.1071,365600
-118.34,33.79,388,5.0254,350000
-118.34,33.8,1008,3.9408,327700
-118.34,33.8,987,5.0951,318900
-118.35,33.8,672,4.875,311700
-118.35,33.8,3152,5.9541,500001
-118.31,33.8,1469,3.7167,308900
-118.32,33.8,1593,4.0536,285800
-118.31,33.79,1374,3.2472,254700
-118.31,33.8,2420,4.0425,277900
-118.32,33.8,729,3.1648,244800
-118.32,33.79,1675,3.8287,279900
-118.32,33.79,1264,4.1477,315100
-118.32,33.8,2102,3.1275,286400
-118.31,33.79,711,3.3958,250000
